Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price_2018_01,Price_2018_02,Price_2018_03,Price_2018_04,Price_2018_05,Price_2018_06,Price_2018_07,Price_2018_08,Price_2018_09,Price_2018_10,Price_2018_11,Price_2018_12,Price_2019_01,Price_2019_02,Price_2019_03,Price_2019_04,Price_2019_05,Price_2019_06,Price_2019_07,Price_2019_08,Price_2019_09,Price_2019_10,Price_2019_11,Price_2019_12,Price_2020_01,Price_2020_02,Price_2020_03,Price_2020_04,Price_2020_05,Price_2020_06,Price_2020_07,Price_2020_08,Price_2020_09,Price_2020_10,Price_2020_11,Price_2020_12,Price_2021_01,Price_2021_02,Price_2021_03,Price_2021_04,Price_2021_05,Price_2021_06,Price_2021_07,Price_2021_08,Price_2021_09,Price_2021_10,Price_2021_11,Price_2021_12,Price_2022_01,Price_2022_02,Price_2022_03,Price_2022_04,Price_2022_05,Price_2022_06,Price_2022_07,Price_2022_08,Price_2022_09,Price_2022_10,Price_2022_11,Price_2022_12,Price_2023_01,Price_2023_02,Price_2023_03,Price_2023_04,Price_2023_05,Price_2023_06,Price_2023_07,Price_2023_08,Price_2023_09,Price_2023_10,Price_2023_11,Price_2023_12,Price_2024_01,Price_2024_02,Price_2024_03,Price_2024_04,Price_2024_05,Price_2024_06,Price_2024_07,Price_2024_08,Price_2024_09,Price_2024_10,Price_2024_11,Price_2024_12,Price_2025_01,Price_2025_02,Price_2025_03,Price_2025_04,Price_2025_05,Price_2025_06,Price_2025_07,Price_2025_08,Price_2025_09,Price_2025_10,Price_2025_11,Price_2025_12,Price_2026_01,Price_2026_02,Price_Current_2026_2_18
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$12.34,Black,4.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$987.48,$987.48,$954.56,$921.64,$888.73,$855.81,$822.90,$789.98,$757.06,$724.15,$691.23,$658.32,$625.40,$592.49,$569.44,$546.40,$523.36,$500.32,$477.28,$454.24,$431.20,$408.16,$385.12,$362.07,$339.03,$315.99,$306.12,$296.24,$286.37,$276.49,$266.62,$256.74,$246.87,$236.99,$227.12,$217.24,$207.37,$197.50,$204.08,$210.66,$217.24,$223.83,$230.41,$335.74,$345.62,$355.49,$365.37,$165.90,$268.59,$394.99,$501.64,$470.04,$470.04
Crucial Ballistix MAX 16 GB,DDR4-5100,2 x 8GB,7.451 ns,19,$62.19,Black,5.0,1,"$1,401.29","$1,409.58","$1,417.87","$1,426.17","$1,434.46","$1,442.75","$1,451.04","$1,459.33","$1,467.62","$1,475.92","$1,484.21","$1,492.50","$1,243.75","$1,194.00","$1,144.25","$1,094.50","$1,044.75",$995.00,$945.25,$895.50,$845.75,$796.00,$746.25,$696.50,$605.29,$613.58,$621.88,$630.17,$638.46,$646.75,$655.04,$663.33,$671.62,$679.92,$688.21,$696.50,$713.08,$729.67,$746.25,$762.83,$779.42,$796.00,$812.58,$829.17,$845.75,$862.33,$878.92,$895.50,$870.62,$845.75,$820.88,$796.00,$771.12,$746.25,$721.38,$696.50,$671.62,$646.75,$621.88,$597.00,$580.42,$563.83,$547.25,$530.67,$514.08,$497.50,$480.92,$464.33,$447.75,$431.17,$414.58,$398.00,$406.29,$414.58,$422.88,$431.17,$439.46,$447.75,$456.04,$464.33,$472.63,$480.92,$489.21,$497.50,$514.08,$530.67,$547.25,$563.83,$580.42,$845.75,$870.62,$895.50,$920.37,$417.90,$676.60,$995.00,"$1,452.70","$1,592.00","$1,442.75"
G.Skill Trident Z5 Neo RGB 96 GB,DDR5-6000,2 x 48GB,9.333 ns,28,$11.46,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,749.97","$2,749.97","$2,658.31","$2,566.64","$2,474.98","$2,383.31","$2,291.65","$2,199.98","$2,108.31","$2,016.65","$1,924.98","$1,833.32","$1,741.65","$1,649.99","$1,585.82","$1,521.65","$1,457.49","$1,393.32","$1,329.15","$1,264.99","$1,200.82","$1,136.66","$1,072.49","$1,008.32",$944.16,$879.99,$852.49,$824.99,$797.49,$769.99,$742.49,$714.99,$687.49,$659.99,$632.49,$604.99,$577.49,$550.00,$568.33,$586.66,$604.99,$623.33,$641.66,$934.99,$962.49,$989.99,"$1,017.49",$462.00,$747.99,"$1,099.99","$1,396.99","$1,308.99","$1,308.99"
Patriot Viper Steel 16 GB,DDR4-3600,2 x 8GB,9.444 ns,17,$7.37,Silver / Black,4.5,8,$166.17,$167.15,$168.14,$169.12,$170.10,$171.09,$172.07,$173.05,$174.04,$175.02,$176.00,$176.98,$147.49,$141.59,$135.69,$129.79,$123.89,$117.99,$112.09,$106.19,$100.29,$94.39,$88.49,$82.59,$71.78,$72.76,$73.74,$74.73,$75.71,$76.69,$77.68,$78.66,$79.64,$80.63,$81.61,$82.59,$84.56,$86.53,$88.49,$90.46,$92.43,$94.39,$96.36,$98.32,$100.29,$102.26,$104.22,$106.19,$103.24,$100.29,$97.34,$94.39,$91.44,$88.49,$85.54,$82.59,$79.64,$76.69,$73.74,$70.79,$68.83,$66.86,$64.89,$62.93,$60.96,$58.99,$57.03,$55.06,$53.10,$51.13,$49.16,$47.20,$48.18,$49.16,$50.15,$51.13,$52.11,$53.10,$54.08,$55.06,$56.05,$57.03,$58.01,$58.99,$60.96,$62.93,$64.89,$66.86,$68.83,$100.29,$103.24,$106.19,$109.14,$49.56,$80.23,$117.99,$172.27,$188.78,$171.09
G.Skill Trident Z RGB 32 GB,DDR4-3200,4 x 8GB,10 ns,16,$8.44,Black,4.5,52,$380.24,$382.49,$384.74,$386.99,$389.24,$391.49,$393.74,$395.99,$398.24,$400.49,$402.74,$404.99,$337.49,$323.99,$310.49,$296.99,$283.49,$269.99,$256.49,$242.99,$229.49,$215.99,$202.49,$188.99,$164.24,$166.49,$168.74,$170.99,$173.24,$175.49,$177.74,$179.99,$182.24,$184.49,$186.74,$188.99,$193.49,$197.99,$202.49,$206.99,$211.49,$215.99,$220.49,$224.99,$229.49,$233.99,$238.49,$242.99,$236.24,$229.49,$222.74,$215.99,$209.24,$202.49,$195.74,$188.99,$182.24,$175.49,$168.74,$161.99,$157.49,$152.99,$148.49,$143.99,$139.49,$135.00,$130.50,$126.00,$121.50,$117.00,$112.50,$108.00,$110.25,$112.50,$114.75,$117.00,$119.25,$121.50,$123.75,$126.00,$128.25,$130.50,$132.75,$135.00,$139.49,$143.99,$148.49,$152.99,$157.49,$229.49,$236.24,$242.99,$249.74,$113.40,$183.59,$269.99,$394.19,$431.98,$391.49
Corsair Dominator Titanium 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$14.89,White,4.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,382.47","$2,382.47","$2,303.06","$2,223.64","$2,144.23","$2,064.81","$1,985.40","$1,905.98","$1,826.56","$1,747.15","$1,667.73","$1,588.32","$1,508.90","$1,429.49","$1,373.89","$1,318.30","$1,262.71","$1,207.12","$1,151.53","$1,095.94","$1,040.35",$984.76,$929.17,$873.57,$817.98,$762.39,$738.57,$714.74,$690.92,$667.09,$643.27,$619.44,$595.62,$571.79,$547.97,$524.14,$500.32,$476.50,$492.38,$508.26,$524.14,$540.03,$555.91,$810.04,$833.87,$857.69,$881.52,$400.26,$648.03,$952.99,"$1,210.30","$1,134.06","$1,134.06"
Corsair Vengeance 32 GB,DDR5-5200,1 x 32GB,15.385 ns,40,$11.88,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$949.98,$949.98,$918.31,$886.64,$854.98,$823.31,$791.65,$759.98,$728.31,$696.65,$664.98,$633.32,$601.65,$569.99,$547.82,$525.65,$503.49,$481.32,$459.15,$436.99,$414.82,$392.66,$370.49,$348.32,$326.16,$303.99,$294.49,$284.99,$275.49,$265.99,$256.49,$246.99,$237.49,$227.99,$218.49,$208.99,$199.49,$190.00,$196.33,$202.66,$208.99,$215.33,$221.66,$322.99,$332.49,$341.99,$351.49,$159.60,$258.39,$379.99,$482.59,$452.19,$452.19
Corsair Vengeance RGB Pro 16 GB,DDR4-3600,2 x 8GB,10 ns,18,$7.94,Black,4.5,79,$178.84,$179.90,$180.96,$182.02,$183.08,$184.14,$185.19,$186.25,$187.31,$188.37,$189.43,$190.48,$158.74,$152.39,$146.04,$139.69,$133.34,$126.99,$120.64,$114.29,$107.94,$101.59,$95.24,$88.89,$77.25,$78.31,$79.37,$80.43,$81.49,$82.54,$83.60,$84.66,$85.72,$86.78,$87.83,$88.89,$91.01,$93.13,$95.24,$97.36,$99.48,$101.59,$103.71,$105.82,$107.94,$110.06,$112.17,$114.29,$111.12,$107.94,$104.77,$101.59,$98.42,$95.24,$92.07,$88.89,$85.72,$82.54,$79.37,$76.19,$74.08,$71.96,$69.84,$67.73,$65.61,$63.49,$61.38,$59.26,$57.15,$55.03,$52.91,$50.80,$51.85,$52.91,$53.97,$55.03,$56.09,$57.15,$58.20,$59.26,$60.32,$61.38,$62.44,$63.49,$65.61,$67.73,$69.84,$71.96,$74.08,$107.94,$111.12,$114.29,$117.47,$53.34,$86.35,$126.99,$185.41,$203.18,$184.14
Kingston FURY Beast RGB 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$7.97,Black,5.0,1,$359.10,$361.22,$363.35,$365.47,$367.60,$369.72,$371.85,$373.97,$376.10,$378.22,$380.35,$382.47,$318.72,$305.98,$293.23,$280.48,$267.73,$254.98,$242.23,$229.48,$216.73,$203.98,$191.24,$178.49,$155.11,$157.24,$159.36,$161.49,$163.61,$165.74,$167.86,$169.99,$172.11,$174.24,$176.36,$178.49,$182.74,$186.99,$191.23,$195.48,$199.73,$203.98,$208.23,$212.48,$216.73,$220.98,$225.23,$229.48,$223.11,$216.73,$210.36,$203.98,$197.61,$191.23,$184.86,$178.49,$172.11,$165.74,$159.36,$152.99,$148.74,$144.49,$140.24,$135.99,$131.74,$127.49,$123.24,$118.99,$114.74,$110.49,$106.24,$101.99,$104.12,$106.24,$108.37,$110.49,$112.62,$114.74,$116.87,$118.99,$121.12,$123.24,$125.37,$127.49,$131.74,$135.99,$140.24,$144.49,$148.74,$216.73,$223.11,$229.48,$235.86,$107.09,$173.39,$254.98,$372.27,$407.97,$369.72
Corsair Dominator Titanium 48 GB,DDR5-7200,2 x 24GB,10 ns,36,$13.65,White,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,637.47","$1,637.47","$1,582.89","$1,528.31","$1,473.73","$1,419.14","$1,364.56","$1,309.98","$1,255.40","$1,200.82","$1,146.23","$1,091.65","$1,037.07",$982.49,$944.28,$906.07,$867.86,$829.65,$791.45,$753.24,$715.03,$676.82,$638.62,$600.41,$562.20,$523.99,$507.62,$491.24,$474.87,$458.49,$442.12,$425.74,$409.37,$392.99,$376.62,$360.24,$343.87,$327.50,$338.41,$349.33,$360.24,$371.16,$382.08,$556.74,$573.12,$589.49,$605.87,$275.10,$445.39,$654.99,$831.84,$779.44,$779.44
G.Skill Trident Z5 Royal Neo 64 GB,DDR5-6000,2 x 32GB,8.667 ns,26,$16.17,Silver,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,587.47","$2,587.47","$2,501.23","$2,414.98","$2,328.73","$2,242.48","$2,156.23","$2,069.98","$1,983.73","$1,897.48","$1,811.23","$1,724.98","$1,638.73","$1,552.49","$1,492.11","$1,431.74","$1,371.36","$1,310.99","$1,250.61","$1,190.24","$1,129.86","$1,069.49","$1,009.12",$948.74,$888.37,$827.99,$802.12,$776.24,$750.37,$724.49,$698.62,$672.74,$646.87,$620.99,$595.12,$569.24,$543.37,$517.50,$534.74,$551.99,$569.24,$586.49,$603.74,$879.74,$905.62,$931.49,$957.37,$434.70,$703.79,"$1,034.99","$1,314.44","$1,231.64","$1,231.64"
Corsair Dominator Platinum RGB 64 GB,DDR5-5200,2 x 32GB,15.385 ns,40,$12.66,Black,4.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,024.97","$2,024.97","$1,957.48","$1,889.98","$1,822.48","$1,754.98","$1,687.48","$1,619.98","$1,552.48","$1,484.98","$1,417.48","$1,349.98","$1,282.48","$1,214.99","$1,167.74","$1,120.49","$1,073.24","$1,025.99",$978.74,$931.49,$884.24,$836.99,$789.74,$742.49,$695.24,$647.99,$627.74,$607.49,$587.24,$566.99,$546.74,$526.49,$506.24,$485.99,$465.74,$445.49,$425.24,$405.00,$418.49,$431.99,$445.49,$458.99,$472.49,$688.49,$708.74,$728.99,$749.24,$340.20,$550.79,$809.99,"$1,028.69",$963.89,$963.89
Kingston FURY Beast 16 GB,DDR4-3600,2 x 8GB,9.444 ns,17,$12.19,Black,0.0,0,$274.62,$276.25,$277.87,$279.50,$281.12,$282.75,$284.38,$286.00,$287.62,$289.25,$290.88,$292.50,$243.75,$234.00,$224.25,$214.50,$204.75,$195.00,$185.25,$175.50,$165.75,$156.00,$146.25,$136.50,$118.62,$120.25,$121.88,$123.50,$125.12,$126.75,$128.38,$130.00,$131.62,$133.25,$134.88,$136.50,$139.75,$143.00,$146.25,$149.50,$152.75,$156.00,$159.25,$162.50,$165.75,$169.00,$172.25,$175.50,$170.62,$165.75,$160.88,$156.00,$151.12,$146.25,$141.38,$136.50,$131.62,$126.75,$121.88,$117.00,$113.75,$110.50,$107.25,$104.00,$100.75,$97.50,$94.25,$91.00,$87.75,$84.50,$81.25,$78.00,$79.63,$81.25,$82.88,$84.50,$86.13,$87.75,$89.38,$91.00,$92.62,$94.25,$95.88,$97.50,$100.75,$104.00,$107.25,$110.50,$113.75,$165.75,$170.62,$175.50,$180.38,$81.90,$132.60,$195.00,$284.70,$312.00,$282.75
Corsair Vengeance RGB 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,$12.53,Black / Gray,4.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,002.48","$1,002.48",$969.06,$935.64,$902.23,$868.81,$835.40,$801.98,$768.56,$735.15,$701.73,$668.32,$634.90,$601.49,$578.09,$554.70,$531.31,$507.92,$484.53,$461.14,$437.75,$414.36,$390.97,$367.57,$344.18,$320.79,$310.77,$300.74,$290.72,$280.69,$270.67,$260.64,$250.62,$240.59,$230.57,$220.54,$210.52,$200.50,$207.18,$213.86,$220.54,$227.23,$233.91,$340.84,$350.87,$360.89,$370.92,$168.42,$272.67,$400.99,$509.26,$477.18,$439.99
Corsair Dominator Titanium 64 GB,DDR5-6400,4 x 16GB,10 ns,32,$15.25,White,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,439.97","$2,439.97","$2,358.64","$2,277.31","$2,195.98","$2,114.64","$2,033.31","$1,951.98","$1,870.65","$1,789.32","$1,707.98","$1,626.65","$1,545.32","$1,463.99","$1,407.05","$1,350.12","$1,293.19","$1,236.25","$1,179.32","$1,122.39","$1,065.46","$1,008.52",$951.59,$894.66,$837.72,$780.79,$756.39,$731.99,$707.59,$683.19,$658.79,$634.39,$609.99,$585.59,$561.19,$536.79,$512.39,$488.00,$504.26,$520.53,$536.79,$553.06,$569.33,$829.59,$853.99,$878.39,$902.79,$409.92,$663.67,$975.99,"$1,239.51","$1,161.43","$1,161.43"
G.Skill Trident Z5 RGB 48 GB,DDR5-8400,2 x 24GB,9.524 ns,40,$11.88,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,424.97","$1,424.97","$1,377.48","$1,329.98","$1,282.48","$1,234.98","$1,187.48","$1,139.98","$1,092.48","$1,044.98",$997.48,$949.98,$902.48,$854.99,$821.74,$788.49,$755.24,$721.99,$688.74,$655.49,$622.24,$588.99,$555.74,$522.49,$489.24,$455.99,$441.74,$427.49,$413.24,$398.99,$384.74,$370.49,$356.24,$341.99,$327.74,$313.49,$299.24,$285.00,$294.49,$303.99,$313.49,$322.99,$332.49,$484.49,$498.74,$512.99,$527.24,$239.40,$387.59,$569.99,$723.89,$678.29,$678.29
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,13.333 ns,40,$12.59,White,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,007.48","$1,007.48",$973.89,$940.31,$906.73,$873.14,$839.56,$805.98,$772.40,$738.82,$705.23,$671.65,$638.07,$604.49,$580.98,$557.47,$533.96,$510.45,$486.95,$463.44,$439.93,$416.42,$392.92,$369.41,$345.90,$322.39,$312.32,$302.24,$292.17,$282.09,$272.02,$261.94,$251.87,$241.79,$231.72,$221.64,$211.57,$201.50,$208.21,$214.93,$221.64,$228.36,$235.08,$342.54,$352.62,$362.69,$372.77,$169.26,$274.03,$402.99,$511.80,$479.56,$439.99
G.Skill Ripjaws M5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$11.66,Black,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$932.48,$932.48,$901.39,$870.31,$839.23,$808.14,$777.06,$745.98,$714.90,$683.82,$652.73,$621.65,$590.57,$559.49,$537.73,$515.97,$494.21,$472.45,$450.70,$428.94,$407.18,$385.42,$363.67,$341.91,$320.15,$298.39,$289.07,$279.74,$270.42,$261.09,$251.77,$242.44,$233.12,$223.79,$214.47,$205.14,$195.82,$186.50,$192.71,$198.93,$205.14,$211.36,$217.58,$317.04,$326.37,$335.69,$345.02,$156.66,$253.63,$372.99,$473.70,$443.86,$443.86
G.Skill Trident Z5 Neo 128 GB,DDR5-6000,2 x 64GB,11.333 ns,34,$10.16,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,249.97","$3,249.97","$3,141.64","$3,033.31","$2,924.98","$2,816.64","$2,708.31","$2,599.98","$2,491.65","$2,383.32","$2,274.98","$2,166.65","$2,058.32","$1,949.99","$1,874.15","$1,798.32","$1,722.49","$1,646.65","$1,570.82","$1,494.99","$1,419.16","$1,343.32","$1,267.49","$1,191.66","$1,115.82","$1,039.99","$1,007.49",$974.99,$942.49,$909.99,$877.49,$844.99,$812.49,$779.99,$747.49,$714.99,$682.49,$650.00,$671.66,$693.33,$714.99,$736.66,$758.33,"$1,104.99","$1,137.49","$1,169.99","$1,202.49",$546.00,$883.99,"$1,299.99","$1,650.99","$1,546.99","$1,546.99"
G.Skill Trident Z5 Royal Neo RGB 96 GB,DDR5-6000,2 x 48GB,9.333 ns,28,$11.61,Silver,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,787.47","$2,787.47","$2,694.56","$2,601.64","$2,508.73","$2,415.81","$2,322.90","$2,229.98","$2,137.06","$2,044.15","$1,951.23","$1,858.32","$1,765.40","$1,672.49","$1,607.44","$1,542.40","$1,477.36","$1,412.32","$1,347.28","$1,282.24","$1,217.20","$1,152.16","$1,087.12","$1,022.07",$957.03,$891.99,$864.12,$836.24,$808.37,$780.49,$752.62,$724.74,$696.87,$668.99,$641.12,$613.24,$585.37,$557.50,$576.08,$594.66,$613.24,$631.83,$650.41,$947.74,$975.62,"$1,003.49","$1,031.37",$468.30,$758.19,"$1,114.99","$1,416.04","$1,326.84","$1,326.84"
Crucial CT64G56C46U5 64 GB,DDR5-5600,1 x 64GB,16.429 ns,46,$8.36,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,337.47","$1,337.47","$1,292.89","$1,248.31","$1,203.73","$1,159.14","$1,114.56","$1,069.98","$1,025.40",$980.82,$936.23,$891.65,$847.07,$802.49,$771.28,$740.07,$708.86,$677.65,$646.45,$615.24,$584.03,$552.82,$521.62,$490.41,$459.20,$427.99,$414.62,$401.24,$387.87,$374.49,$361.12,$347.74,$334.37,$320.99,$307.62,$294.24,$280.87,$267.50,$276.41,$285.33,$294.24,$303.16,$312.08,$454.74,$468.12,$481.49,$494.87,$224.70,$363.79,$534.99,$679.44,$636.64,$636.64
Corsair Vengeance RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.17,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,267.47","$2,267.47","$2,191.89","$2,116.31","$2,040.73","$1,965.14","$1,889.56","$1,813.98","$1,738.40","$1,662.82","$1,587.23","$1,511.65","$1,436.07","$1,360.49","$1,307.58","$1,254.67","$1,201.76","$1,148.85","$1,095.95","$1,043.04",$990.13,$937.22,$884.32,$831.41,$778.50,$725.59,$702.92,$680.24,$657.57,$634.89,$612.22,$589.54,$566.87,$544.19,$521.52,$498.84,$476.17,$453.50,$468.61,$483.73,$498.84,$513.96,$529.08,$770.94,$793.62,$816.29,$838.97,$380.94,$616.75,$906.99,"$1,151.88","$1,079.32","$1,079.32"
G.Skill Ripjaws M5 RGB 32 GB,DDR5-6400,2 x 16GB,11.25 ns,36,$13.75,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,099.97","$1,099.97","$1,063.31","$1,026.64",$989.98,$953.31,$916.65,$879.98,$843.31,$806.65,$769.98,$733.32,$696.65,$659.99,$634.32,$608.65,$582.99,$557.32,$531.65,$505.99,$480.32,$454.66,$428.99,$403.32,$377.66,$351.99,$340.99,$329.99,$318.99,$307.99,$296.99,$285.99,$274.99,$263.99,$252.99,$241.99,$230.99,$220.00,$227.33,$234.66,$241.99,$249.33,$256.66,$373.99,$384.99,$395.99,$406.99,$184.80,$299.19,$439.99,$558.79,$523.59,$523.59
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$7.19,Black,5.0,25,$161.94,$162.90,$163.86,$164.82,$165.78,$166.74,$167.69,$168.65,$169.61,$170.57,$171.53,$172.48,$143.74,$137.99,$132.24,$126.49,$120.74,$114.99,$109.24,$103.49,$97.74,$91.99,$86.24,$80.49,$69.95,$70.91,$71.87,$72.83,$73.79,$74.74,$75.70,$76.66,$77.62,$78.58,$79.53,$80.49,$82.41,$84.33,$86.24,$88.16,$90.08,$91.99,$93.91,$95.82,$97.74,$99.66,$101.57,$103.49,$100.62,$97.74,$94.87,$91.99,$89.12,$86.24,$83.37,$80.49,$77.62,$74.74,$71.87,$68.99,$67.08,$65.16,$63.24,$61.33,$59.41,$57.49,$55.58,$53.66,$51.75,$49.83,$47.91,$46.00,$46.95,$47.91,$48.87,$49.83,$50.79,$51.75,$52.70,$53.66,$54.62,$55.58,$56.54,$57.49,$59.41,$61.33,$63.24,$65.16,$67.08,$97.74,$100.62,$103.49,$106.37,$48.30,$78.19,$114.99,$167.89,$183.98,$144.99
Silicon Power XPOWER Pulse Gaming 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$10.16,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$812.43,$812.43,$785.34,$758.26,$731.18,$704.10,$677.02,$649.94,$622.86,$595.78,$568.70,$541.62,$514.54,$487.46,$468.50,$449.54,$430.59,$411.63,$392.67,$373.72,$354.76,$335.80,$316.85,$297.89,$278.93,$259.98,$251.85,$243.73,$235.60,$227.48,$219.35,$211.23,$203.11,$194.98,$186.86,$178.73,$170.61,$162.49,$167.90,$173.32,$178.73,$184.15,$189.57,$276.22,$284.35,$292.47,$300.60,$136.49,$220.98,$324.97,$412.71,$386.71,$386.71
Corsair Vengeance RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$13.94,Black / Gray,4.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,114.97","$1,114.97","$1,077.81","$1,040.64","$1,003.48",$966.31,$929.15,$891.98,$854.81,$817.65,$780.48,$743.32,$706.15,$668.99,$642.97,$616.95,$590.94,$564.92,$538.90,$512.89,$486.87,$460.86,$434.84,$408.82,$382.81,$356.79,$345.64,$334.49,$323.34,$312.19,$301.04,$289.89,$278.74,$267.59,$256.44,$245.29,$234.14,$223.00,$230.43,$237.86,$245.29,$252.73,$260.16,$379.09,$390.24,$401.39,$412.54,$187.32,$303.27,$445.99,$566.41,$530.73,$439.99
G.Skill Aegis 32 GB,DDR4-3000,2 x 16GB,10.667 ns,16,$6.88,Red / Black,4.5,5,$309.82,$311.65,$313.49,$315.32,$317.15,$318.99,$320.82,$322.65,$324.49,$326.32,$328.15,$329.99,$274.99,$263.99,$252.99,$241.99,$230.99,$219.99,$208.99,$197.99,$186.99,$175.99,$164.99,$153.99,$133.83,$135.66,$137.49,$139.33,$141.16,$142.99,$144.83,$146.66,$148.49,$150.33,$152.16,$153.99,$157.66,$161.33,$164.99,$168.66,$172.33,$175.99,$179.66,$183.32,$186.99,$190.66,$194.32,$197.99,$192.49,$186.99,$181.49,$175.99,$170.49,$164.99,$159.49,$153.99,$148.49,$142.99,$137.49,$131.99,$128.33,$124.66,$120.99,$117.33,$113.66,$110.00,$106.33,$102.66,$99.00,$95.33,$91.66,$88.00,$89.83,$91.66,$93.50,$95.33,$97.16,$99.00,$100.83,$102.66,$104.50,$106.33,$108.16,$110.00,$113.66,$117.33,$120.99,$124.66,$128.33,$186.99,$192.49,$197.99,$203.49,$92.40,$149.59,$219.99,$321.19,$351.98,$318.99
Crucial CT2K16G56C46S5 32 GB,DDR5-5600,2 x 16GB,16.429 ns,46,$7.84,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$627.48,$627.48,$606.56,$585.64,$564.73,$543.81,$522.90,$501.98,$481.06,$460.15,$439.23,$418.32,$397.40,$376.49,$361.84,$347.20,$332.56,$317.92,$303.28,$288.64,$274.00,$259.36,$244.72,$230.07,$215.43,$200.79,$194.52,$188.24,$181.97,$175.69,$169.42,$163.14,$156.87,$150.59,$144.32,$138.04,$131.77,$125.50,$129.68,$133.86,$138.04,$142.23,$146.41,$213.34,$219.62,$225.89,$232.17,$105.42,$170.67,$250.99,$318.76,$298.68,$298.68
G.Skill Flare X5 64 GB,DDR5-6000,2 x 32GB,9.333 ns,28,$14.38,Black,5.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,299.97","$2,299.97","$2,223.31","$2,146.64","$2,069.98","$1,993.31","$1,916.65","$1,839.98","$1,763.31","$1,686.65","$1,609.98","$1,533.32","$1,456.65","$1,379.99","$1,326.32","$1,272.65","$1,218.99","$1,165.32","$1,111.65","$1,057.99","$1,004.32",$950.66,$896.99,$843.32,$789.66,$735.99,$712.99,$689.99,$666.99,$643.99,$620.99,$597.99,$574.99,$551.99,$528.99,$505.99,$482.99,$460.00,$475.33,$490.66,$505.99,$521.33,$536.66,$781.99,$804.99,$827.99,$850.99,$386.40,$625.59,$919.99,"$1,168.39","$1,094.79","$1,094.79"
